City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
349,Norman Wells,CA,67.66,broken clouds,65.282,-126.8329,Heritage Hotel
350,Chiriguana,CO,73.53,overcast clouds,9.3624,-73.6031,Zapatosa Red Turística
351,Tres Passos,BR,61.11,broken clouds,-27.4556,-53.9319,Hotel Imperial
352,Putina,PE,41.13,clear sky,-15.4667,-69.4333,Hotel Isla Suasi
353,Lipin Bor,RU,68.59,scattered clouds,60.2622,37.9763,Priozor'ye
354,Imbituba,BR,67.86,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
355,Nagua,DO,76.55,overcast clouds,19.3832,-69.8474,Hotel Cambri
357,Along,IN,87.37,overcast clouds,28.1667,94.7667,Hotel West
359,Beckley,US,68.41,clear sky,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
360,Iquique,CL,59.04,broken clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
361,Kaeo,NZ,54.32,overcast clouds,-35.1,173.7833,Bushido Lodge
362,Cabra,ES,79.23,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
364,Yar-Sale,RU,50.77,overcast clouds,66.8333,70.8333,Yalemd
365,Hajnowka,PL,78.03,clear sky,52.7433,23.5812,"Zajazd i Restauracja ""Wrota Lasu"""
366,Cooma,AU,52.7,overcast clouds,-36.2333,149.1333,High Country Motel
367,Vardo,NO,53.58,broken clouds,70.3705,31.1107,Vardø Hotel AS
368,Camanducaia,BR,56.1,clear sky,-22.7553,-46.1447,Pousada Rancho Doce Lar Pousada em Camanducaia
369,Smithers,CA,56.03,clear sky,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
370,Mbuji-Mayi,CD,76.93,scattered clouds,-6.15,23.6,HOTEL METROPOLE DU KASAI
372,Mayo,US,83.17,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
373,Tomatlan,MX,75.2,overcast clouds,19.9333,-105.25,El Salvial
374,Cavalcante,BR,63.34,clear sky,-13.7975,-47.4583,Pousada Vila dos Ipês
376,Aklavik,CA,52.59,light rain,68.2191,-135.0107,Aklavik Inn
377,Chhatarpur,IN,88.81,moderate rain,24.9,79.6,Hotal Moti Mahal
378,Saint Anthony,US,76.93,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
379,Kautokeino,NO,53.44,broken clouds,69.0125,23.0412,Thon Hotel Kautokeino
380,Havre-Saint-Pierre,CA,58.21,broken clouds,50.2334,-63.5986,Auberge Niapiskau
381,Ust-Nera,RU,69.55,light rain,64.5667,143.2,Hotel Ust-Nera
382,Flinders,AU,63.18,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
383,Bafq,IR,100.04,clear sky,31.6128,55.4107,Alamdar Hotel
384,Visnes,NO,56.21,broken clouds,59.3556,5.2242,Park Inn Haugesund Airport
385,Boa Vista,BR,76.98,moderate rain,2.8197,-60.6733,Aipana Plaza Hotel
386,Ayan,RU,63.09,scattered clouds,56.45,138.1667,Gostinitsa
387,Mucurapo,TT,79.25,clear sky,10.6667,-61.5333,Courtyard by Marriott Port of Spain
388,Bam,IR,102.85,clear sky,29.106,58.357,Bam Tourist Hotel
389,Hokitika,NZ,47.84,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
390,Petropavlovsk-Kamchatskiy,RU,61.39,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
392,Mezen,RU,58.42,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
393,Sinnamary,GF,77.45,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
394,Kyshtovka,RU,67.14,broken clouds,56.555,76.6271,Uyutnaya Mini-Hotel
395,Loukhi,RU,66.63,light rain,66.0764,33.0381,Хостел Северяночка
396,Auki,SB,81.9,few clouds,-8.7676,160.7034,Auki Motel
397,Lubango,AO,54.82,clear sky,-14.9172,13.4925,Hotel Serra da Chela
398,Bacolod,PH,84.51,scattered clouds,8.1167,123.9167,Sir Ryan Beach
399,Arcachon,FR,62.28,overcast clouds,44.65,-1.1667,Hôtel Point France
401,Isoka,ZM,61.52,clear sky,-10.1606,32.6335,Location Compound
402,Palmer,US,75.61,clear sky,42.1584,-72.3287,Wedgewood Motel
403,Chitral,PK,85.89,broken clouds,35.8462,71.7858,PTDC Motel Chitral
405,Vilcun,CL,50.18,overcast clouds,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
407,Broken Hill,AU,64.81,broken clouds,-31.95,141.4333,Royal Exchange Hotel
408,Ironton,US,76.37,mist,38.5368,-82.6829,Best Western River Cities
409,Ponta Do Sol,PT,69.71,scattered clouds,32.6667,-17.1,Hotel do Campo
410,Kiama,AU,63.37,light rain,-34.6833,150.8667,The Sebel Kiama Harbourside
412,Aquin,HT,79.68,overcast clouds,18.2833,-73.4,Asheev Beach
413,Yuanping,CN,86.04,clear sky,38.7153,112.7575,Yuanping Xinghe Guesthouse
414,Kavaratti,IN,81.18,overcast clouds,10.5669,72.642,Green leaf
415,Oktyabrskoye,RU,68.14,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
416,Bella Vista,US,80.6,clear sky,36.4295,-94.2316,The Inn at Bella Vista
417,Guarda,PT,63.07,clear sky,40.5373,-7.2658,Hotel Lusitânia Congress & Spa
418,Casas Grandes,MX,72.45,broken clouds,30.3667,-107.95,Pueblo del Soul B&B
419,Batemans Bay,AU,58.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
420,Bagdarin,RU,72.1,light rain,54.4333,113.6,Gostevoy Dom Terem
421,Liverpool,GB,59.29,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
422,Eregli,TR,72.43,clear sky,37.5133,34.0467,Hotel Fuat Bey
423,Cascais,PT,67.96,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
424,Diffa,NE,79.36,overcast clouds,13.3154,12.6113,ProDAF/Diffa
425,Olinda,BR,71.33,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
426,Corinto,BR,59.61,clear sky,-18.3808,-44.4564,POUSADA MACIEL
428,Veraval,IN,83.48,overcast clouds,20.9,70.3667,Lords Inn Somnath
429,Challapata,BO,41.49,clear sky,-18.9,-66.7667,HOSTAL MARIAN
431,Ofaqim,IL,79.72,clear sky,31.3141,34.6203,The Negev Experience
432,Port Arthur,US,78.87,clear sky,29.8988,-93.9288,Americas Best Value Inn & Suites Groves Port Arthur
433,Bow Island,CA,62.47,broken clouds,49.8668,-111.3684,Silver Sage Motel
434,Japura,ID,92.86,broken clouds,-0.3167,102.35,Rumah mbah Jamah
435,Havoysund,NO,53.83,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
436,Nago,JP,90.45,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
437,Muroto,JP,80.22,broken clouds,33.2833,134.15,Oota Ryokan
438,Nampula,MZ,66.15,mist,-15.1165,39.2666,Ruby Backpackers
439,Langsa,ID,90.45,overcast clouds,4.4683,97.9683,OYO 3328 Hotel Mori
440,Port Hawkesbury,CA,69.58,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
441,Kamina,CD,67.91,scattered clouds,-8.7386,24.9906,Guest House Florvia
442,Kaabong,UG,66.6,broken clouds,3.4836,34.1492,Madona Guest House Kaabong
443,Naze,JP,83.34,overcast clouds,28.3667,129.4833,Shishime Hotel
444,Marsh Harbour,BS,82.26,clear sky,26.5412,-77.0636,Abaco Beach Resort
445,Makakilo City,US,78.57,light intensity drizzle,21.3469,-158.0858,Marriott's Ko Olina Beach Club
446,Kousseri,CM,76.08,overcast clouds,12.0769,15.0306,Le Pilotis
448,Senigallia,IT,87.28,clear sky,43.7093,13.2167,Hotel Universal
449,Narsaq,GL,44.82,scattered clouds,60.9167,-46.05,Sleep In Narsaq
450,Paamiut,GL,44.26,clear sky,61.994,-49.6678,Pistut
451,Los Llanos De Aridane,ES,72.12,overcast clouds,28.6585,-17.9182,Valle Aridane
452,Ahipara,NZ,54.95,light rain,-35.1667,173.1667,Ahipara Holiday Park
453,Seondha,IN,92.7,overcast clouds,26.1578,78.7797,रामोराम मंदिर (पं. लक्ष्मी कांत दीक्षित)
454,Bridlington,GB,60.73,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
455,Porto Novo,CV,75.2,scattered clouds,17.0197,-25.0647,Residencial Nova Cidade
456,Westport,US,80.29,clear sky,41.1415,-73.3579,The Westport Inn
457,Provost,CA,51.67,few clouds,52.3501,-110.2683,Canalta Hotel Provost
458,Yenagoa,NG,74.01,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
459,Nyurba,RU,79.34,scattered clouds,63.2842,118.3319,"Гостиница ""Comfort"""
460,Biu,NG,69.1,overcast clouds,10.6129,12.1946,Emir's Palace
461,Ibra,OM,89.58,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
462,Kirkwall,GB,51.96,few clouds,58.9848,-2.9587,Kirkwall Hotel
463,Dunedin,NZ,46.8,few clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
464,Palauig,PH,86.36,few clouds,15.435,119.9045,Villa Raphael Resort
465,Pedernales,DO,80.73,broken clouds,18.0384,-71.744,Hotel Costa Marina
467,Tevaitoa,PF,78.84,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
468,Kupang,ID,83.26,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
469,Rio Gallegos,AR,26.65,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
470,Blankenberge,BE,62.55,broken clouds,51.3131,3.1323,Hotel Concordia
471,Itoman,JP,90.37,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
472,Araguari,BR,58.42,clear sky,-18.6472,-48.1872,Big Executive Hotel - Araguari MG
473,Fairbanks,US,57.6,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
474,Noumea,NC,75.99,moderate rain,-22.2763,166.4572,Hôtel Le Lagon
475,Rocha,UY,55.49,broken clouds,-34.4833,-54.3333,Hotel Arrarte
476,Chicama,PE,57.74,broken clouds,-7.8447,-79.1469,Balihai Bungalows
477,Khilok,RU,75.51,overcast clouds,51.3674,110.4676,"Gostevoy Dom ""Magnit"""
478,Saint-Francois,FR,67.68,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
479,Trinidad,CU,77.52,overcast clouds,21.8019,-79.9842,Roots Travel Hostal Las Mercedes
480,Ulladulla,AU,58.12,overcast clouds,-35.35,150.4667,Sandpiper Motel
482,Karratha,AU,76.48,clear sky,-20.7377,116.8463,ibis Styles Karratha
483,Gazanjyk,TM,88.27,clear sky,39.2446,55.5154,Railway motel
484,Ardakan,IR,98.94,clear sky,32.31,54.0175,Ardakan Hotel
485,Nome,US,46.47,light rain,64.5011,-165.4064,Dredge 7 Inn
486,Sungai Besar,MY,85.5,scattered clouds,3.6746,100.9867,NIDA Rooms Sabak Bernam Comfort
487,Manakara,MG,66.4,scattered clouds,-22.1333,48.0167,La Residence Manakara
488,Hambantota,LK,89.94,few clouds,6.1241,81.1185,Bungalow 63
489,Sawang Daen Din,TH,86.18,overcast clouds,17.4753,103.4575,บ้านเจเน็ต คอมพิวเตอร์
490,Rincon,US,77.86,clear sky,32.296,-81.2354,Days Inn Rincon
491,Zhangye,CN,88.97,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
492,Camopi,GF,70.93,overcast clouds,3.1655,-52.3158,La pousada
493,Burnie,AU,55.92,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
495,Tanda,IN,94.1,overcast clouds,26.55,82.65,MUMTAZ GANJ TANDA
497,Byron Bay,AU,63.95,broken clouds,-28.65,153.6167,Backpackers Inn
498,Lakatoro,VU,79.97,broken clouds,-16.0999,167.4164,Lakatoro Palm Lodge
501,Guerrero Negro,MX,67.03,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
502,Puerto Cabezas,NI,77.97,overcast clouds,14.0351,-83.3888,Cabaña Caribe
503,Ratnagiri,IN,81.14,overcast clouds,16.9833,73.3,Hotel Landmark
504,Mbanza-Ngungu,CD,63.91,few clouds,-5.25,14.8667,Hotel Full Business
505,Halifax,CA,66.69,clear sky,44.6453,-63.5724,Hotel Halifax
507,Jumla,NP,70.81,overcast clouds,29.2747,82.1838,Royal Garden Hotel
508,Lagos,NG,77.99,overcast clouds,6.4531,3.3958,"Radisson Blu Anchorage Hotel, Lagos, V.I."
509,Banjar,ID,82.54,scattered clouds,-8.19,114.9675,The Hamsa Resort
510,La Union,PE,63.64,few clouds,-5.4,-80.75,Los Portales
511,Corrente,BR,69.73,scattered clouds,-3.7367,-43.3394,Chapadinhense Hotel
512,Coihaique,CL,21.15,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
513,Nanlong,CN,80.83,broken clouds,31.3533,106.0631,Demei Hotel
514,Znamenskoye,RU,64.02,moderate rain,57.1281,73.8282,"Gostinitsa ""Kolos"""
515,Jiaozuo,CN,85.21,clear sky,35.2397,113.2331,Days Hotel and Suites Jiaozuo
516,Springville,US,82.53,clear sky,40.1652,-111.6107,Best Western Mountain View Inn
517,Port Antonio,JM,77.0,broken clouds,18.18,-76.4612,The Trident Hotel
519,Sawakin,SD,95.41,scattered clouds,19.1059,37.3321,فندق الدويم
520,Sergeyevka,KZ,74.21,clear sky,53.88,67.4158,Amina
521,Zalari,RU,58.98,light rain,53.5584,102.5065,"""Belyye Rosy"""
522,Port Hedland,AU,80.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
523,Huangchuan,CN,81.88,overcast clouds,32.1272,115.0394,Guangzhou International Hotel
525,Sumbe,AO,68.9,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
526,Sambava,MG,72.45,light rain,-14.2667,50.1667,Melrose
527,Bamora,IN,83.16,overcast clouds,24.0552,78.0909,Golu Hotel
529,Keti Bandar,PK,86.36,broken clouds,24.1447,67.4497,Haji laloo memon house
530,Shu,KZ,101.66,clear sky,43.5983,73.7614,Shyngyzkhan
531,New Castle,US,71.11,clear sky,41.0037,-80.347,Hampton Inn & Suites New Castle
532,Bardiyah,LY,80.01,clear sky,31.7561,25.0865,بورتو بردية
533,Tiarei,PF,77.02,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
534,Flic En Flac,MU,74.52,clear sky,-20.2742,57.3631,Hilton Mauritius Resort & Spa
535,Matara,LK,83.16,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
536,Camana,PE,59.49,broken clouds,-16.6228,-72.7111,Hostal Morales
537,Kontagora,NG,70.99,light rain,10.3999,5.4695,Queens Guest Inn
538,Morgan City,US,77.0,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
539,Nova Vodolaha,UA,66.6,scattered clouds,49.7185,35.8708,"Водолага (Центральная), гостиница"
540,Tera,NE,82.4,overcast clouds,14.0078,0.7531,Hotel Daressalam Téra
541,Esperance,AU,64.24,clear sky,-33.8667,121.9,Hospitality Esperance
542,Taksimo,RU,84.54,scattered clouds,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
543,Albanel,CA,61.0,scattered clouds,48.8832,-72.4487,Camping municipal d'Albanel
544,Doljo,PH,84.51,scattered clouds,9.5875,123.7303,Muro - Ami
545,Kaseda,JP,80.96,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
546,Manggar,ID,84.45,broken clouds,-2.8833,108.2667,Guest Hotel
547,Golpayegan,IR,88.38,clear sky,33.4537,50.2884,Golpayegan Tourist Hotel
548,Fukue,JP,79.7,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
549,Vestmanna,FO,49.12,overcast clouds,62.1564,-7.1664,Vestmanna Camping
550,Suntar,RU,79.9,broken clouds,62.1444,117.6319,Гостевая квартира
551,Camacha,PT,65.62,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
552,Filadelfia,PY,67.84,broken clouds,-22.35,-60.0333,Hotel Florida Filadelfia
553,Shibetsu,JP,59.14,light rain,43.659,145.132,Hotel Kawabata Shibetsu
554,Cuamba,MZ,68.11,few clouds,-14.8031,36.5372,Hotel Vision
555,Pangnirtung,CA,48.7,broken clouds,66.1451,-65.7125,Kilabuk Lodge
556,Ajdabiya,LY,78.04,clear sky,30.7554,20.2263,Almadina Hotel
557,Mao,ES,77.56,clear sky,39.8885,4.2658,ARTIEM Capri
558,Mangla,PK,94.48,overcast clouds,31.8931,72.3817,Rana Tariq Aziz House
559,Mbandaka,CD,69.4,overcast clouds,0.0487,18.2603,Guest House Epervier
560,Itaituba,BR,71.94,overcast clouds,-4.2761,-55.9836,Hotel Campos
561,Elko,US,74.75,clear sky,40.8324,-115.7631,Best Western Elko Inn
562,Irbeyskoye,RU,69.98,overcast clouds,55.6428,95.4522,"Gostinitsa ""Agul"""
563,Pasni,PK,83.41,overcast clouds,25.2631,63.471,Kashmiri Hotal
564,Asau,RO,70.72,scattered clouds,46.4333,26.4,Casa Mika Ciobanus
567,Guerrero,MX,53.35,scattered clouds,20.1667,-98.65,Spa Holistico Real Hotel
568,Jos,NG,63.3,overcast clouds,9.9167,8.9,Silk Suites
569,Ondjiva,AO,53.82,clear sky,-17.0667,15.7333,COMBUESA
570,Wanning,CN,88.32,clear sky,18.8003,110.3967,Paradise Hotel
571,Valdemarpils,LV,64.72,broken clouds,57.3707,22.5919,Guest House Laumas
572,Alice Springs,AU,80.15,clear sky,-23.7,133.8833,Desert Palms Alice Springs
573,Abu Zabad,SD,80.71,overcast clouds,12.35,29.25,حامد محمد نور
574,Luena,AO,56.62,scattered clouds,-11.7833,19.9167,Hotel Kandamba
575,Nisia Floresta,BR,72.41,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
576,Bilibino,RU,57.38,scattered clouds,68.0546,166.4372,Gostinitsa Severyanka
577,Padang,ID,87.85,broken clouds,-0.9492,100.3543,Mercure Padang
578,Balyaga,RU,68.31,broken clouds,51.1507,108.921,Gostinitsa
579,Tomball,US,82.56,clear sky,30.0972,-95.6161,La Quinta Inn & Suites by Wyndham Tomball
580,Lahat,ID,86.4,scattered clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
581,Huilong,CN,90.99,broken clouds,31.8111,121.655,Hilton Garden Inn Qidong
582,Bambamarca,PE,49.05,few clouds,-6.6833,-78.5333,Leudes
583,Banda Aceh,ID,84.94,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
584,Severodvinsk,RU,73.51,light rain,64.5635,39.8302,Park Hotel
585,Darlowo,PL,64.09,broken clouds,54.421,16.4107,Hotel Lidia SPA & Wellness
586,Nemuro,JP,60.48,light rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
588,Rasra,IN,96.4,overcast clouds,25.85,83.85,shree nath singh
589,Nova Olinda Do Norte,BR,73.78,scattered clouds,-3.8881,-59.0942,Casa Juazeiro
590,Kuching,MY,89.82,scattered clouds,1.55,110.3333,Hilton Kuching
594,Makaryev,RU,68.41,broken clouds,57.8797,43.8069,Postoyalyy Dvor
595,Do Gonbadan,IR,98.02,clear sky,30.3586,50.7981,مسافرخانه شادی
596,Plouzane,FR,57.25,overcast clouds,48.3833,-4.6167,Lymina
597,College,US,57.58,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
598,Bethel,US,74.91,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
599,Santa Isabel Do Rio Negro,BR,72.52,overcast clouds,-0.4139,-65.0192,Hotel GSA
600,Qasigiannguit,GL,46.65,light rain,68.8193,-51.1922,Almost HOME
601,Angola,US,72.64,scattered clouds,41.6348,-84.9994,University Inn
602,Grindavik,IS,48.67,fog,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
603,Palizada,MX,75.78,overcast clouds,18.25,-92.0833,Hotel San Joaquín Palizada
604,Tautira,PF,76.73,light rain,-17.7333,-149.15,Pension Oaoa
605,Jingdezhen,CN,99.03,clear sky,29.2947,117.2079,Garden Hotel
607,Leh,IN,74.66,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
608,Hargeysa,SO,72.1,scattered clouds,9.56,44.065,City Center Hotel
609,Anadyr,RU,52.3,few clouds,64.75,177.4833,Отке17.ру — жильё для командированных
610,Carai,BR,58.86,broken clouds,-17.1889,-41.6947,Pousada Caraíba
611,Lahaina,US,78.8,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
612,Krokeai,GR,82.96,clear sky,36.8833,22.55,Dorfurlaub-RACHI
613,Cabral,DO,77.14,scattered clouds,18.25,-71.2167,galvin feliz
615,Blythe,US,104.04,clear sky,33.6103,-114.5964,Rodeway Inn & Suites
616,Sivas,TR,61.43,clear sky,39.7916,37.0019,Sivas Sultan Otel
617,Comodoro Rivadavia,AR,26.46,clear sky,-45.8667,-67.5,Austral Hotel
618,Kenai,US,57.29,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
620,Horni Plana,CZ,72.52,overcast clouds,48.7674,14.0326,EA Hotel On The Lake
621,Maibong,IN,87.26,light rain,25.3,93.1667,Juhi Cottage Maibang
622,Phalodi,IN,88.61,overcast clouds,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
623,Sorong,ID,80.94,few clouds,-0.8833,131.25,Waigo Splash Hotel
624,Ballina,AU,64.02,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
625,Waddan,LY,76.5,clear sky,29.1614,16.139,محل الشريف محمد العايب
626,Salinopolis,BR,77.95,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
627,Amahai,ID,79.61,broken clouds,-3.3333,128.9167,HOTEL ISABELA
628,Tura,IN,87.89,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
629,Laylay,PH,86.02,overcast clouds,13.4391,121.8202,Chateau Du Mer
630,Strathroy,CA,76.39,few clouds,42.9551,-81.6223,Strathroy Motor Inn
631,Grand Gaube,MU,74.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
632,Aalten,NL,61.9,scattered clouds,51.925,6.5806,De groene pleisterplaats
633,Aromashevo,RU,66.76,broken clouds,56.8602,68.6375,Gostinitsa
634,Kirriemuir,GB,56.25,overcast clouds,56.674,-3.0034,Plovermuir Cottage
635,Shenzhen,CN,95.27,clear sky,22.5455,114.0683,Grand Skylight
638,Orimattila,FI,68.38,overcast clouds,60.8047,25.73,hotel Tent
639,Abaete,BR,58.73,clear sky,-19.16,-45.4458,Hotel Millenium
640,Singaraja,ID,81.39,scattered clouds,-8.112,115.0882,Puri Bagus Lovina Resort
641,Nyuksenitsa,RU,74.91,broken clouds,60.4128,44.2397,Sukhona Hotel
642,Grafton,US,76.41,clear sky,42.207,-71.6856,The Grafton Inn
