City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ola,RU,59.5833,151.2833,75.15,79,13,8.43,few clouds
348,Ancud,CL,-41.8697,-73.8203,45.23,93,98,11.59,overcast clouds
349,Norman Wells,CA,65.282,-126.8329,67.66,61,70,5.23,broken clouds
350,Chiriguana,CO,9.3624,-73.6031,73.53,98,97,2.3,overcast clouds
351,Tres Passos,BR,-27.4556,-53.9319,61.11,87,64,2.24,broken clouds
352,Putina,PE,-15.4667,-69.4333,41.13,75,9,5.14,clear sky
353,Lipin Bor,RU,60.2622,37.9763,68.59,64,38,5.91,scattered clouds
354,Imbituba,BR,-28.24,-48.6703,67.86,99,96,5.01,overcast clouds
355,Nagua,DO,19.3832,-69.8474,76.55,89,100,6.76,overcast clouds
356,Sosnovo-Ozerskoye,RU,52.5249,111.5418,68.16,69,98,10.6,overcast clouds
357,Along,IN,28.1667,94.7667,87.37,60,100,2.42,overcast clouds
358,Kortkeros,RU,61.8106,51.5806,75.2,40,77,8.63,broken clouds
359,Beckley,US,37.7782,-81.1882,68.41,94,0,3.44,clear sky
360,Iquique,CL,-20.2208,-70.1431,59.04,79,62,1.9,broken clouds
361,Kaeo,NZ,-35.1,173.7833,54.32,92,100,13.8,overcast clouds
362,Cabra,ES,37.4725,-4.4421,79.23,32,0,2.51,clear sky
363,Svetlaya,RU,46.5389,138.3297,60.24,94,100,11.43,overcast clouds
364,Yar-Sale,RU,66.8333,70.8333,50.77,83,100,14.29,overcast clouds
365,Hajnowka,PL,52.7433,23.5812,78.03,77,10,1.01,clear sky
366,Cooma,AU,-36.2333,149.1333,52.7,60,99,4.94,overcast clouds
367,Vardo,NO,70.3705,31.1107,53.58,82,75,4.61,broken clouds
368,Camanducaia,BR,-22.7553,-46.1447,56.1,64,8,3.96,clear sky
369,Smithers,CA,54.7804,-127.1743,56.03,81,4,4.5,clear sky
370,Mbuji-Mayi,CD,-6.15,23.6,76.93,37,32,5.12,scattered clouds
371,Sembakung,ID,3.8167,117.25,83.88,77,82,4.68,light rain
372,Mayo,US,38.8876,-76.5119,83.17,79,87,1.01,overcast clouds
373,Tomatlan,MX,19.9333,-105.25,75.2,96,100,5.57,overcast clouds
374,Cavalcante,BR,-13.7975,-47.4583,63.34,54,1,3.78,clear sky
375,Merauke,ID,-8.4667,140.3333,79.36,84,98,15.55,overcast clouds
376,Aklavik,CA,68.2191,-135.0107,52.59,83,100,8.16,light rain
377,Chhatarpur,IN,24.9,79.6,88.81,62,100,7.38,moderate rain
378,Saint Anthony,US,45.0205,-93.218,76.93,77,0,0.0,clear sky
379,Kautokeino,NO,69.0125,23.0412,53.44,69,70,14.54,broken clouds
380,Havre-Saint-Pierre,CA,50.2334,-63.5986,58.21,95,74,6.08,broken clouds
381,Ust-Nera,RU,64.5667,143.2,69.55,71,99,1.41,light rain
382,Flinders,AU,-34.5833,150.8552,63.18,82,86,4.0,light rain
383,Bafq,IR,31.6128,55.4107,100.04,8,0,3.51,clear sky
384,Visnes,NO,59.3556,5.2242,56.21,82,75,5.75,broken clouds
385,Boa Vista,BR,2.8197,-60.6733,76.98,88,75,4.61,moderate rain
386,Ayan,RU,56.45,138.1667,63.09,77,32,18.12,scattered clouds
387,Mucurapo,TT,10.6667,-61.5333,79.25,86,8,7.4,clear sky
388,Bam,IR,29.106,58.357,102.85,7,9,7.43,clear sky
389,Hokitika,NZ,-42.7167,170.9667,47.84,87,100,5.46,overcast clouds
390,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,67,75,11.18,broken clouds
391,Beloha,MG,-25.1667,45.05,70.29,51,0,11.16,clear sky
392,Mezen,RU,65.8522,44.24,58.42,65,90,7.78,overcast clouds
393,Sinnamary,GF,5.3833,-52.95,77.45,85,68,5.97,broken clouds
394,Kyshtovka,RU,56.555,76.6271,67.14,57,60,4.23,broken clouds
395,Loukhi,RU,66.0764,33.0381,66.63,69,100,4.81,light rain
396,Auki,SB,-8.7676,160.7034,81.9,77,15,1.3,few clouds
397,Lubango,AO,-14.9172,13.4925,54.82,37,1,3.78,clear sky
398,Bacolod,PH,8.1167,123.9167,84.51,81,50,2.66,scattered clouds
399,Arcachon,FR,44.65,-1.1667,62.28,88,100,2.3,overcast clouds
400,Mugur-Aksy,RU,50.35,90.5,58.77,42,79,9.89,broken clouds
401,Isoka,ZM,-10.1606,32.6335,61.52,62,0,3.4,clear sky
402,Palmer,US,42.1584,-72.3287,75.61,82,0,0.0,clear sky
403,Chitral,PK,35.8462,71.7858,85.89,55,59,9.33,broken clouds
404,Ust-Maya,RU,60.4167,134.5333,71.35,83,100,6.53,light rain
405,Vilcun,CL,-38.65,-72.2333,50.18,93,100,12.75,overcast clouds
406,Acurenam,GQ,1.0322,10.6488,66.52,90,100,2.17,overcast clouds
407,Broken Hill,AU,-31.95,141.4333,64.81,49,75,10.74,broken clouds
408,Ironton,US,38.5368,-82.6829,76.37,90,0,0.0,mist
409,Ponta Do Sol,PT,32.6667,-17.1,69.71,78,31,4.54,scattered clouds
410,Kiama,AU,-34.6833,150.8667,63.37,86,65,1.99,light rain
411,Matiri,TZ,-10.75,34.9,61.88,61,1,5.68,clear sky
412,Aquin,HT,18.2833,-73.4,79.68,83,85,4.38,overcast clouds
413,Yuanping,CN,38.7153,112.7575,86.04,29,0,5.73,clear sky
414,Kavaratti,IN,10.5669,72.642,81.18,78,100,18.92,overcast clouds
415,Oktyabrskoye,RU,43.0645,44.7417,68.14,73,75,4.47,broken clouds
416,Bella Vista,US,36.4295,-94.2316,80.6,75,0,4.61,clear sky
417,Guarda,PT,40.5373,-7.2658,63.07,63,0,5.75,clear sky
418,Casas Grandes,MX,30.3667,-107.95,72.45,66,83,13.67,broken clouds
419,Batemans Bay,AU,-35.7167,150.1833,58.1,78,89,3.38,overcast clouds
420,Bagdarin,RU,54.4333,113.6,72.1,77,27,9.82,light rain
421,Liverpool,GB,53.4106,-2.9779,59.29,91,0,6.91,clear sky
422,Eregli,TR,37.5133,34.0467,72.43,34,0,3.06,clear sky
423,Cascais,PT,38.6979,-9.4215,67.96,76,0,24.0,clear sky
424,Diffa,NE,13.3154,12.6113,79.36,67,87,11.83,overcast clouds
425,Olinda,BR,-8.0089,-34.8553,71.33,88,40,5.75,scattered clouds
426,Corinto,BR,-18.3808,-44.4564,59.61,62,0,1.86,clear sky
427,Almaznyy,RU,48.0448,40.045,65.23,70,81,7.29,light rain
428,Veraval,IN,20.9,70.3667,83.48,76,100,18.03,overcast clouds
429,Challapata,BO,-18.9,-66.7667,41.49,32,2,3.02,clear sky
430,Kungurtug,RU,50.5994,97.5228,63.14,67,75,9.28,broken clouds
431,Ofaqim,IL,31.3141,34.6203,79.72,59,4,4.52,clear sky
432,Port Arthur,US,29.8988,-93.9288,78.87,100,0,0.0,clear sky
433,Bow Island,CA,49.8668,-111.3684,62.47,59,83,6.33,broken clouds
434,Japura,ID,-0.3167,102.35,92.86,52,79,1.43,broken clouds
435,Havoysund,NO,70.9963,24.6622,53.83,95,100,21.41,light rain
436,Nago,JP,26.5881,127.9761,90.45,76,70,9.46,broken clouds
437,Muroto,JP,33.2833,134.15,80.22,76,51,9.01,broken clouds
438,Nampula,MZ,-15.1165,39.2666,66.15,94,75,6.91,mist
439,Langsa,ID,4.4683,97.9683,90.45,53,90,5.73,overcast clouds
440,Port Hawkesbury,CA,45.6169,-61.3485,69.58,96,32,1.01,scattered clouds
441,Kamina,CD,-8.7386,24.9906,67.91,41,47,7.78,scattered clouds
442,Kaabong,UG,3.4836,34.1492,66.6,59,72,10.87,broken clouds
443,Naze,JP,28.3667,129.4833,83.34,61,95,2.46,overcast clouds
444,Marsh Harbour,BS,26.5412,-77.0636,82.26,76,6,12.17,clear sky
445,Makakilo City,US,21.3469,-158.0858,78.57,67,75,3.44,light intensity drizzle
446,Kousseri,CM,12.0769,15.0306,76.08,75,89,7.72,overcast clouds
447,Peskovka,RU,59.0448,52.3606,73.74,53,45,3.96,scattered clouds
448,Senigallia,IT,43.7093,13.2167,87.28,46,0,1.01,clear sky
449,Narsaq,GL,60.9167,-46.05,44.82,77,41,0.76,scattered clouds
450,Paamiut,GL,61.994,-49.6678,44.26,83,0,10.54,clear sky
451,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,75,100,12.66,overcast clouds
452,Ahipara,NZ,-35.1667,173.1667,54.95,79,100,12.01,light rain
453,Seondha,IN,26.1578,78.7797,92.7,54,100,13.71,overcast clouds
454,Bridlington,GB,54.0831,-0.1919,60.73,86,97,10.92,overcast clouds
455,Porto Novo,CV,17.0197,-25.0647,75.2,79,38,2.73,scattered clouds
456,Westport,US,41.1415,-73.3579,80.29,92,0,4.61,clear sky
457,Provost,CA,52.3501,-110.2683,51.67,87,13,5.17,few clouds
458,Yenagoa,NG,4.9247,6.2642,74.01,92,100,3.67,overcast clouds
459,Nyurba,RU,63.2842,118.3319,79.34,46,41,7.0,scattered clouds
460,Biu,NG,10.6129,12.1946,69.1,90,100,4.76,overcast clouds
461,Ibra,OM,22.6906,58.5334,89.58,52,77,5.93,broken clouds
462,Kirkwall,GB,58.9848,-2.9587,51.96,87,20,6.91,few clouds
463,Dunedin,NZ,-45.8742,170.5036,46.8,75,13,11.99,few clouds
464,Palauig,PH,15.435,119.9045,86.36,72,20,6.38,few clouds
465,Pedernales,DO,18.0384,-71.744,80.73,71,80,4.23,broken clouds
466,Yerbogachen,RU,61.2767,108.0108,78.3,45,100,12.73,overcast clouds
467,Tevaitoa,PF,-16.7833,-151.5,78.84,75,13,12.97,light rain
468,Kupang,ID,-10.1667,123.5833,83.26,41,74,14.54,broken clouds
469,Rio Gallegos,AR,-51.6226,-69.2181,26.65,93,0,13.8,clear sky
470,Blankenberge,BE,51.3131,3.1323,62.55,81,66,5.12,broken clouds
471,Itoman,JP,26.1247,127.6694,90.37,77,75,13.8,broken clouds
472,Araguari,BR,-18.6472,-48.1872,58.42,61,0,4.09,clear sky
473,Fairbanks,US,64.8378,-147.7164,57.6,82,75,11.5,broken clouds
474,Noumea,NC,-22.2763,166.4572,75.99,99,100,4.59,moderate rain
475,Rocha,UY,-34.4833,-54.3333,55.49,94,63,4.38,broken clouds
476,Chicama,PE,-7.8447,-79.1469,57.74,88,63,3.69,broken clouds
477,Khilok,RU,51.3674,110.4676,75.51,41,100,8.86,overcast clouds
478,Saint-Francois,FR,46.4154,3.9054,67.68,83,100,4.61,overcast clouds
479,Trinidad,CU,21.8019,-79.9842,77.52,90,96,8.93,overcast clouds
480,Ulladulla,AU,-35.35,150.4667,58.12,82,94,3.56,overcast clouds
481,Pervomayskoye,RU,43.919,46.7102,71.38,66,85,3.89,overcast clouds
482,Karratha,AU,-20.7377,116.8463,76.48,43,0,18.86,clear sky
483,Gazanjyk,TM,39.2446,55.5154,88.27,45,1,18.16,clear sky
484,Ardakan,IR,32.31,54.0175,98.94,9,2,0.81,clear sky
485,Nome,US,64.5011,-165.4064,46.47,87,100,6.91,light rain
486,Sungai Besar,MY,3.6746,100.9867,85.5,67,44,5.82,scattered clouds
487,Manakara,MG,-22.1333,48.0167,66.4,89,31,4.45,scattered clouds
488,Hambantota,LK,6.1241,81.1185,89.94,66,20,21.85,few clouds
489,Sawang Daen Din,TH,17.4753,103.4575,86.18,99,100,6.87,overcast clouds
490,Rincon,US,32.296,-81.2354,77.86,88,0,8.05,clear sky
491,Zhangye,CN,38.9342,100.4517,88.97,13,0,3.02,clear sky
492,Camopi,GF,3.1655,-52.3158,70.93,99,96,1.77,overcast clouds
493,Burnie,AU,-41.0667,145.9167,55.92,85,98,6.93,overcast clouds
494,Dzhebariki-Khaya,RU,62.2167,135.8,66.6,95,100,4.63,light rain
495,Tanda,IN,26.55,82.65,94.1,52,99,17.63,overcast clouds
496,Yavaros,MX,26.7,-109.5167,80.46,60,100,18.12,overcast clouds
497,Byron Bay,AU,-28.65,153.6167,63.95,74,55,18.48,broken clouds
498,Lakatoro,VU,-16.0999,167.4164,79.97,83,55,12.17,broken clouds
499,Evensk,RU,61.95,159.2333,64.09,46,33,6.58,scattered clouds
500,Kamenka,RU,51.3223,42.7678,64.35,74,68,7.25,broken clouds
501,Guerrero Negro,MX,27.9769,-114.0611,67.03,88,34,13.6,scattered clouds
502,Puerto Cabezas,NI,14.0351,-83.3888,77.97,91,100,10.18,overcast clouds
503,Ratnagiri,IN,16.9833,73.3,81.14,77,100,6.17,overcast clouds
504,Mbanza-Ngungu,CD,-5.25,14.8667,63.91,86,19,4.72,few clouds
505,Halifax,CA,44.6453,-63.5724,66.69,92,0,5.66,clear sky
506,Aranos,NA,-24.1333,19.1167,52.86,60,2,11.23,clear sky
507,Jumla,NP,29.2747,82.1838,70.81,78,95,4.29,overcast clouds
508,Lagos,NG,6.4531,3.3958,77.99,77,100,10.67,overcast clouds
509,Banjar,ID,-8.19,114.9675,82.54,68,50,4.9,scattered clouds
510,La Union,PE,-5.4,-80.75,63.64,82,19,8.61,few clouds
511,Corrente,BR,-3.7367,-43.3394,69.73,99,40,2.21,scattered clouds
512,Coihaique,CL,-45.5752,-72.0662,21.15,86,20,6.91,few clouds
513,Nanlong,CN,31.3533,106.0631,80.83,64,56,1.97,broken clouds
514,Znamenskoye,RU,57.1281,73.8282,64.02,79,54,3.71,moderate rain
515,Jiaozuo,CN,35.2397,113.2331,85.21,54,4,7.14,clear sky
516,Springville,US,40.1652,-111.6107,82.53,41,0,8.05,clear sky
517,Port Antonio,JM,18.18,-76.4612,77.0,81,63,7.56,broken clouds
518,Youkounkoun,GN,12.5333,-13.1333,72.5,99,100,3.0,overcast clouds
519,Sawakin,SD,19.1059,37.3321,95.41,41,25,1.9,scattered clouds
520,Sergeyevka,KZ,53.88,67.4158,74.21,54,6,13.51,clear sky
521,Zalari,RU,53.5584,102.5065,58.98,95,100,8.57,light rain
522,Port Hedland,AU,-20.3167,118.5667,80.65,50,1,18.41,clear sky
523,Huangchuan,CN,32.1272,115.0394,81.88,64,100,4.65,overcast clouds
524,Kukuna,SL,9.4,-12.6667,71.67,98,100,2.13,overcast clouds
525,Sumbe,AO,-11.2061,13.8437,68.9,87,96,1.34,overcast clouds
526,Sambava,MG,-14.2667,50.1667,72.45,75,84,11.83,light rain
527,Bamora,IN,24.0552,78.0909,83.16,76,100,8.03,overcast clouds
528,Kyabe,TD,9.4515,18.9449,72.1,90,88,4.07,overcast clouds
529,Keti Bandar,PK,24.1447,67.4497,86.36,75,83,16.06,broken clouds
530,Shu,KZ,43.5983,73.7614,101.66,13,0,7.56,clear sky
531,New Castle,US,41.0037,-80.347,71.11,92,0,0.0,clear sky
532,Bardiyah,LY,31.7561,25.0865,80.01,62,0,14.5,clear sky
533,Tiarei,PF,-17.5333,-149.3333,77.02,77,22,11.39,light rain
534,Flic En Flac,MU,-20.2742,57.3631,74.52,67,3,15.32,clear sky
535,Matara,LK,5.9485,80.5353,83.16,74,62,15.73,broken clouds
536,Camana,PE,-16.6228,-72.7111,59.49,86,61,6.78,broken clouds
537,Kontagora,NG,10.3999,5.4695,70.99,98,100,3.94,light rain
538,Morgan City,US,29.6994,-91.2068,77.0,85,98,5.14,overcast clouds
539,Nova Vodolaha,UA,49.7185,35.8708,66.6,74,25,12.06,scattered clouds
540,Tera,NE,14.0078,0.7531,82.4,62,95,9.48,overcast clouds
541,Esperance,AU,-33.8667,121.9,64.24,53,4,19.53,clear sky
542,Taksimo,RU,56.3444,114.8794,84.54,44,34,11.7,scattered clouds
543,Albanel,CA,48.8832,-72.4487,61.0,77,35,5.1,scattered clouds
544,Doljo,PH,9.5875,123.7303,84.51,69,35,4.41,scattered clouds
545,Kaseda,JP,31.4167,130.3167,80.96,70,88,10.51,overcast clouds
546,Manggar,ID,-2.8833,108.2667,84.45,68,80,7.92,broken clouds
547,Golpayegan,IR,33.4537,50.2884,88.38,11,0,4.03,clear sky
548,Fukue,JP,32.6881,128.8419,79.7,68,95,1.54,overcast clouds
549,Vestmanna,FO,62.1564,-7.1664,49.12,81,100,5.75,overcast clouds
550,Suntar,RU,62.1444,117.6319,79.9,49,70,7.83,broken clouds
551,Camacha,PT,33.0833,-16.3333,65.62,77,75,11.5,broken clouds
552,Filadelfia,PY,-22.35,-60.0333,67.84,49,70,4.52,broken clouds
553,Shibetsu,JP,43.659,145.132,59.14,99,100,10.31,light rain
554,Cuamba,MZ,-14.8031,36.5372,68.11,61,21,1.97,few clouds
555,Pangnirtung,CA,66.1451,-65.7125,48.7,71,58,1.86,broken clouds
556,Ajdabiya,LY,30.7554,20.2263,78.04,62,0,8.86,clear sky
557,Mao,ES,39.8885,4.2658,77.56,88,0,5.75,clear sky
558,Mangla,PK,31.8931,72.3817,94.48,52,98,10.89,overcast clouds
559,Mbandaka,CD,0.0487,18.2603,69.4,96,100,2.57,overcast clouds
560,Itaituba,BR,-4.2761,-55.9836,71.94,86,86,0.83,overcast clouds
561,Elko,US,40.8324,-115.7631,74.75,16,0,3.44,clear sky
562,Irbeyskoye,RU,55.6428,95.4522,69.98,59,94,13.71,overcast clouds
563,Pasni,PK,25.2631,63.471,83.41,81,99,11.16,overcast clouds
564,Asau,RO,46.4333,26.4,70.72,40,26,0.49,scattered clouds
565,Angoram,PG,-4.0625,144.0661,82.27,88,80,5.19,broken clouds
566,Tyrma,RU,50.0833,132.1667,76.96,51,95,4.16,overcast clouds
567,Guerrero,MX,20.1667,-98.65,53.35,87,37,4.12,scattered clouds
568,Jos,NG,9.9167,8.9,63.3,96,98,3.31,overcast clouds
569,Ondjiva,AO,-17.0667,15.7333,53.82,52,0,6.98,clear sky
570,Wanning,CN,18.8003,110.3967,88.32,65,2,6.08,clear sky
571,Valdemarpils,LV,57.3707,22.5919,64.72,80,53,10.09,broken clouds
572,Alice Springs,AU,-23.7,133.8833,80.15,12,0,12.66,clear sky
573,Abu Zabad,SD,12.35,29.25,80.71,63,99,12.41,overcast clouds
574,Luena,AO,-11.7833,19.9167,56.62,53,34,4.43,scattered clouds
575,Nisia Floresta,BR,-6.0911,-35.2086,72.41,93,61,9.57,broken clouds
576,Bilibino,RU,68.0546,166.4372,57.38,43,38,10.87,scattered clouds
577,Padang,ID,-0.9492,100.3543,87.85,65,58,5.55,broken clouds
578,Balyaga,RU,51.1507,108.921,68.31,71,69,8.1,broken clouds
579,Tomball,US,30.0972,-95.6161,82.56,87,0,1.01,clear sky
580,Lahat,ID,-3.8,103.5333,86.4,66,43,4.29,scattered clouds
581,Huilong,CN,31.8111,121.655,90.99,68,51,14.2,broken clouds
582,Bambamarca,PE,-6.6833,-78.5333,49.05,93,13,2.53,few clouds
583,Banda Aceh,ID,5.5577,95.3222,84.94,66,100,5.73,overcast clouds
584,Severodvinsk,RU,64.5635,39.8302,73.51,90,79,3.53,light rain
585,Darlowo,PL,54.421,16.4107,64.09,75,73,10.07,broken clouds
586,Nemuro,JP,43.3236,145.575,60.48,98,100,20.09,light rain
587,Bayangol,RU,50.6977,103.4656,64.04,63,97,0.2,overcast clouds
588,Rasra,IN,25.85,83.85,96.4,47,100,17.36,overcast clouds
589,Nova Olinda Do Norte,BR,-3.8881,-59.0942,73.78,88,27,1.32,scattered clouds
590,Kuching,MY,1.55,110.3333,89.82,66,40,7.0,scattered clouds
591,Araouane,ML,18.9048,-3.5265,90.05,37,63,7.92,broken clouds
592,Arman,RU,59.7,150.1667,75.02,72,70,5.95,broken clouds
593,Masuguru,TZ,-11.3667,38.4167,72.86,65,1,5.55,clear sky
594,Makaryev,RU,57.8797,43.8069,68.41,77,79,2.84,broken clouds
595,Do Gonbadan,IR,30.3586,50.7981,98.02,23,4,4.81,clear sky
596,Plouzane,FR,48.3833,-4.6167,57.25,100,100,4.61,overcast clouds
597,College,US,64.8569,-147.8028,57.58,82,75,11.5,broken clouds
598,Bethel,US,41.3712,-73.414,74.91,90,0,0.0,clear sky
599,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.52,99,100,1.43,overcast clouds
600,Qasigiannguit,GL,68.8193,-51.1922,46.65,97,100,3.94,light rain
601,Angola,US,41.6348,-84.9994,72.64,87,40,0.0,scattered clouds
602,Grindavik,IS,63.8424,-22.4338,48.67,100,100,3.44,fog
603,Palizada,MX,18.25,-92.0833,75.78,88,95,5.91,overcast clouds
604,Tautira,PF,-17.7333,-149.15,76.73,80,22,12.44,light rain
605,Jingdezhen,CN,29.2947,117.2079,99.03,43,6,11.27,clear sky
606,Dombarovskiy,RU,50.7587,59.5386,82.49,28,71,8.79,broken clouds
607,Leh,IN,34.1667,77.5833,74.66,15,97,2.8,overcast clouds
608,Hargeysa,SO,9.56,44.065,72.1,53,46,33.4,scattered clouds
609,Anadyr,RU,64.75,177.4833,52.3,76,20,4.47,few clouds
610,Carai,BR,-17.1889,-41.6947,58.86,98,81,3.71,broken clouds
611,Lahaina,US,20.8783,-156.6825,78.8,84,6,11.01,clear sky
612,Krokeai,GR,36.8833,22.55,82.96,31,0,4.85,clear sky
613,Cabral,DO,18.25,-71.2167,77.14,79,43,2.13,scattered clouds
614,Neon Monastirion,GR,39.2333,22.25,86.02,32,0,1.63,clear sky
615,Blythe,US,33.6103,-114.5964,104.04,22,0,13.8,clear sky
616,Sivas,TR,39.7916,37.0019,61.43,55,0,10.36,clear sky
617,Comodoro Rivadavia,AR,-45.8667,-67.5,26.46,63,0,5.75,clear sky
618,Kenai,US,60.5544,-151.2583,57.29,76,0,11.5,clear sky
619,Sembe,CG,1.6481,14.5806,69.85,98,100,1.92,light rain
620,Horni Plana,CZ,48.7674,14.0326,72.52,70,100,1.83,overcast clouds
621,Maibong,IN,25.3,93.1667,87.26,81,95,0.18,light rain
622,Phalodi,IN,27.1333,72.3667,88.61,62,100,12.64,overcast clouds
623,Sorong,ID,-0.8833,131.25,80.94,84,24,13.38,few clouds
624,Ballina,AU,-28.8667,153.5667,64.02,80,85,18.23,overcast clouds
625,Waddan,LY,29.1614,16.139,76.5,43,0,3.98,clear sky
626,Salinopolis,BR,-0.6136,-47.3561,77.95,84,65,6.13,broken clouds
627,Amahai,ID,-3.3333,128.9167,79.61,72,78,8.59,broken clouds
628,Tura,IN,25.5198,90.2201,87.89,66,100,1.97,overcast clouds
629,Laylay,PH,13.4391,121.8202,86.02,70,100,6.46,overcast clouds
630,Strathroy,CA,42.9551,-81.6223,76.39,69,16,7.87,few clouds
631,Grand Gaube,MU,-20.0064,57.6608,74.37,66,2,11.99,clear sky
632,Aalten,NL,51.925,6.5806,61.9,91,31,4.65,scattered clouds
633,Aromashevo,RU,56.8602,68.6375,66.76,59,73,11.07,broken clouds
634,Kirriemuir,GB,56.674,-3.0034,56.25,92,100,3.31,overcast clouds
635,Shenzhen,CN,22.5455,114.0683,95.27,99,1,7.78,clear sky
636,Kara-Tyube,RU,44.6336,45.4369,78.55,42,70,7.94,broken clouds
637,Ossora,RU,59.2353,163.0719,61.09,64,17,9.31,few clouds
638,Orimattila,FI,60.8047,25.73,68.38,97,98,3.89,overcast clouds
639,Abaete,BR,-19.16,-45.4458,58.73,57,1,2.19,clear sky
640,Singaraja,ID,-8.112,115.0882,81.39,72,42,1.66,scattered clouds
641,Nyuksenitsa,RU,60.4128,44.2397,74.91,54,57,6.91,broken clouds
642,Grafton,US,42.207,-71.6856,76.41,81,0,9.22,clear sky
